task_id,client,project_id,client_tier,team,task_type,seniority,task_complexity_score,brief_quality_score,deadline_pressure,scope_change_flag,pricing_model,created_at,delivered_at,sla_days,sla_breach,hours_spent,billable_hours,ai_usage_pct,ai_assisted,revisions,errors,rework_hours,outcome_score,revenue,cost,profit,created_by,updated_at,task_status,workflow_stage,jira_ticket,legacy_ai_flag,content_version
T02586,Client_H,P047,high,Media,dev,senior,3,2.0,high,0,hourly,2025-09-08,2025-09-11,5.0,0,25.7,19.76,0.32,True,5,2,,51.41,1749.2,1344.95,404.25,user_067,2025-09-11,delivered,finalized,JIRA-68830,true,v2
T02587,Client_A,P060,high,SEO,ticket,senior,2,2.0,low,0,fixed,2025-07-30,2025-08-06,2.0,1,14.88,12.27,0.03,False,3,1,2.1,70.98,781.27,1218.11,-436.8399999999999,user_034,2025-08-04,review,client_review,JIRA-27257,false,v2
T02588,Client_E,P020,mid,Content,ad,senior,3,2.0,high,0,fixed,2025-07-06,2025-07-11,5.0,0,7.3,5.87,0.71,True,0,1,4.5,73.37,757.13,388.32,368.81,user_064,2025-07-12,review,execution,JIRA-61772,false,v2
T02589,Client_G,P064,high,Content,dev,junior,5,3.0,low,0,value_based,2026-01-15,2026-01-21,3.0,1,17.35,12.94,0.4,True,5,1,4.52,72.74,2484.63,772.89,1711.7400000000002,user_053,2026-01-19,review,briefing,JIRA-67423,true,final
T02590,Client_D,P045,low,Design,ticket,mid,4,1.0,low,0,fixed,2026-01-18,2026-01-20,5.0,0,10.51,3.83,0.62,True,3,0,7.3,55.9,805.08,603.73,201.35,user_081,2026-01-23,in_progress,execution,JIRA-42738,false,final
T02591,Client_D,P022,mid,SEO,design,mid,4,3.0,high,0,hourly,2026-02-07,2026-02-12,7.0,0,11.3,6.42,0.5,True,5,0,1.79,83.92,562.53,711.36,-148.83000000000004,user_055,2026-02-12,delivered,execution,,unknown,v2
T02592,Client_C,P053,high,Content,ticket,junior,5,4.0,medium,0,fixed,2026-05-01,2026-05-05,5.0,0,8.18,5.76,0.48,True,11,1,1.3,56.35,1485.07,365.39,1119.6799999999998,user_045,2026-05-08,in_progress,execution,JIRA-16003,false,v1
T02593,Client_F,P051,mid,Design,report,mid,3,3.0,high,0,fixed,2026-02-28,2026-03-03,3.0,0,12.3,7.9,0.72,True,1,1,1.62,,1074.55,737.42,337.13,user_067,2026-03-06,review,briefing,JIRA-86655,false,v2
T02594,Client_C,P031,mid,Media,report,junior,3,3.0,low,0,hourly,2026-01-23,2026-01-28,3.0,1,9.16,4.72,0.4,True,4,1,1.63,62.03,487.56,553.85,-66.29000000000002,user_009,2026-01-23,delivered,finalized,JIRA-23960,false,v2
T02595,Client_H,P040,mid,Content,ticket,mid,4,,high,0,fixed,2026-01-09,2026-01-16,3.0,1,8.92,5.8,0.55,True,3,0,2.77,76.07,1162.06,575.68,586.38,user_050,2026-01-13,blocked,execution,,true,v2
T02596,Client_E,P059,mid,Media,design,mid,5,4.0,low,0,fixed,2025-08-08,2025-08-10,10.0,0,10.89,6.9,0.33,True,3,1,1.89,76.05,1466.39,491.78,974.61,user_092,2025-08-16,delivered,finalized,,true,final
T02597,Client_E,P034,mid,Content,design,junior,5,2.0,low,0,hourly,2025-10-21,2025-10-21,7.0,0,9.11,6.39,0.57,True,3,4,4.68,27.01,499.26,302.53,196.73,user_025,2025-10-21,in_progress,client_review,,true,v2
T02598,Client_D,P045,high,Content,article,senior,2,1.0,medium,0,hourly,2025-12-15,2025-12-20,7.0,0,20.07,20.07,0.34,True,1,0,3.2,65.41,2539.02,1724.93,814.0899999999999,user_029,2025-12-20,archived,finalized,,false,final
T02599,Client_C,P004,low,Media,ticket,senior,3,4.0,low,0,hourly,2026-02-03,2026-02-06,5.0,0,8.96,-1.03,0.15,False,2,1,1.36,87.14,442.14,552.0,-109.86,user_019,2026-02-11,review,finalized,JIRA-85685,false,v3
T02600,Client_H,P033,low,Media,dev,senior,2,2.0,medium,0,hourly,2026-01-14,2026-01-18,5.0,0,13.69,11.58,0.47,True,3,2,4.38,72.66,1266.08,1112.11,153.97000000000003,user_116,2026-01-16,in_progress,finalized,JIRA-70452,true,v2
T02601,Client_H,P010,high,Media,article,junior,3,1.0,medium,0,value_based,2026-03-03,2026-03-08,7.0,0,17.52,15.15,0.47,True,1,1,2.31,68.98,1228.68,827.75,400.93000000000006,user_031,2026-03-12,in_progress,briefing,,true,v1
T02602,Client_D,P038,low,Media,design,mid,1,5.0,medium,0,value_based,2026-02-18,2026-02-20,5.0,0,11.95,7.3,0.26,True,2,0,1.52,81.83,570.45,820.5,-250.04999999999995,user_046,2026-02-23,in_progress,briefing,JIRA-24789,true,final
T02603,Client_B,P043,mid,SEO,ad,senior,1,4.0,medium,0,value_based,2025-10-30,2025-11-02,3.0,0,8.42,7.35,0.63,True,2,0,1.07,78.53,232.93,799.99,-567.06,user_078,2025-11-06,review,qa,JIRA-13346,true,v4
T02604,Client_D,P039,low,SEO,article,mid,2,1.0,medium,0,value_based,2025-08-12,2025-08-17,5.0,0,11.89,8.23,0.16,False,5,1,1.46,77.36,607.08,479.21,127.87000000000006,user_073,2025-08-19,delivered,briefing,JIRA-98441,false,final
T02605,Client_F,P028,mid,Design,dev,senior,1,5.0,medium,0,fixed,2025-08-19,2025-08-25,3.0,1,8.11,6.97,0.23,True,0,1,1.02,74.83,977.79,691.33,286.4599999999999,user_089,2025-08-28,in_progress,briefing,JIRA-24261,false,v4
T02606,Client_T,P011,mid,Design,release,junior,5,3.0,medium,0,hourly,2026-03-16,2026-03-21,2.0,1,19.18,13.17,0.58,True,2,2,0.97,57.05,1579.17,818.95,760.22,user_077,2026-03-22,draft,finalized,JIRA-19975,false,v1
T02607,Client_F,P025,mid,SEO,ticket,senior,3,1.0,high,0,hourly,2025-09-22,2025-09-30,3.0,1,15.51,9.79,0.05,False,3,2,1.66,70.42,775.86,1243.96,-468.1,user_021,2025-09-30,review,briefing,JIRA-84667,false,v3
T02608,Client_D,P005,low,Media,design,junior,2,3.0,medium,1,fixed,2026-02-06,2026-02-09,7.0,0,7.35,5.04,0.29,True,4,0,4.01,67.01,667.22,333.04,334.18,user_066,2026-02-08,review,briefing,JIRA-24236,false,v1
T02609,Client_B,P037,low,Media,report,senior,2,4.0,low,0,fixed,2026-04-12,2026-04-15,10.0,0,10.45,6.65,0.13,False,0,0,0.63,88.27,412.1,737.84,-325.74,user_080,2026-04-18,review,qa,JIRA-19354,false,v4
T02610,Client_E,P010,mid,Design,ad,senior,1,4.0,high,0,fixed,2025-10-31,2025-11-04,3.0,1,6.08,4.27,0.23,True,3,0,1.76,81.74,494.09,561.02,-66.93,user_052,2025-11-08,delivered,execution,JIRA-16857,false,v3
T02611,Client_E,P055,mid,SEO,dev,junior,2,1.0,low,0,value_based,2026-01-28,2026-02-03,2.0,1,18.02,13.01,,True,5,1,2.18,69.68,1747.26,460.57,1286.69,user_109,2026-02-05,review,execution,JIRA-40071,true,v4
T02612,Client_C,P051,high,Content,design,mid,2,2.0,high,1,hourly,2026-04-19,2026-04-23,7.0,0,16.32,11.3,0.41,True,8,0,4.0,56.55,1176.31,1533.12,-356.80999999999995,user_080,2026-04-21,in_progress,client_review,JIRA-15457,true,v1
T02613,Client_G,P035,low,Design,Ad,junior,2,3.0,medium,0,hourly,2025-11-03,2025-11-10,3.0,1,12.92,10.78,0.34,True,3,1,1.14,65.3,1370.61,644.12,726.4899999999999,user_092,2025-11-04,in_progress,qa,JIRA-95351,true,v1
T02614,Client_Z,P057,mid,Content,article,senior,3,3.0,high,0,hourly,2026-04-24,2026-04-28,2.0,1,15.02,13.91,0.22,True,3,3,2.85,61.51,1748.76,1245.69,503.07,user_089,2026-05-02,delivered,finalized,JIRA-19815,false,v3
T02615,Client_D,P005,low,Content,dev,mid,5,1.0,medium,0,hourly,2025-08-30,2025-08-31,7.0,0,25.16,7.67,0.3,True,1,2,6.09,65.0,764.66,1391.54,-626.88,user_031,2025-09-05,review,execution,JIRA-40143,false,v1
T02616,Client_L,P032,mid,Content,design,mid,1,5.0,low,1,fixed,2026-05-24,2026-05-30,3.0,1,6.89,5.54,0.16,False,0,0,1.53,74.96,593.93,596.79,-2.8600000000000136,user_119,2026-06-01,review,execution,JIRA-91102,true,v2
T02617,Client_M,P035,low,Media,report,senior,3,5.0,medium,0,fixed,2026-02-14,2026-02-19,,0,13.44,8.07,0.35,True,1,0,1.66,90.99,1117.42,1021.84,95.58000000000004,user_048,2026-02-17,delivered,client_review,JIRA-22793,true,v2
T02618,Client_D,P047,mid,Design,article,senior,2,5.0,low,0,fixed,2025-08-16,2025-08-20,5.0,0,12.58,11.41,0.23,True,1,0,0.0,95.63,824.3,683.85,140.44999999999993,user_057,2025-08-23,delivered,client_review,,true,v4
T02619,Client_A,P049,low,Content,design,junior,1,3.0,medium,1,hourly,2025-07-11,2025-07-15,2.0,1,6.85,5.81,0.39,True,3,1,1.55,72.18,752.4,236.23,516.17,user_107,2025-07-18,in_progress,client_review,JIRA-38246,true,v1
T02620,Client_H,P062,high,SEO,release,mid,5,3.0,low,0,fixed,2025-07-24,2025-07-31,7.0,0,38.46,24.11,0.26,True,7,1,1.24,58.43,2895.64,2641.17,254.4699999999998,user_043,2025-07-24,review,client_review,JIRA-13509,true,final
T02621,Client_G,P022,mid,SEO,design,mid,1,2.0,medium,0,hourly,2026-03-07,2026-03-11,5.0,0,11.0,9.92,0.37,True,1,0,3.31,69.73,993.31,655.67,337.64,user_022,2026-03-15,review,qa,JIRA-22500,false,v4
T02622,Client_B,P059,mid,Media,report,junior,3,2.0,high,0,hourly,2025-10-07,2025-10-08,5.0,0,13.35,10.32,0.51,True,6,2,3.06,59.12,918.49,738.0,180.49,user_053,2025-10-09,archived,execution,JIRA-65990,true,v1
T02623,Client_B,P002,mid,Content,design,junior,2,3.0,medium,0,hourly,2025-11-25,2025-11-29,5.0,0,19.01,4.89,0.39,True,1,0,0.92,78.4,608.41,803.96,-195.55000000000007,user_027,2025-12-03,draft,client_review,JIRA-30881,false,final
T02624,Client_C,P022,low,SEO,design,junior,2,4.0,high,0,fixed,2025-11-01,2025-11-07,3.0,1,10.38,10.38,0.39,True,2,0,2.32,90.65,661.31,504.01,157.29999999999995,user_081,2025-11-10,archived,finalized,JIRA-53111,false,v4
T02625,Client_B,P002,low,Content,report,mid,3,2.0,medium,0,value_based,2025-09-03,2025-09-07,5.0,0,8.98,4.59,0.41,True,1,0,1.73,75.3,1431.64,407.73,1023.91,user_081,2025-09-05,archived,execution,JIRA-79007,false,v4
T02626,Client_D,P013,mid,Media,article,mid,4,2.0,low,0,hourly,2025-10-07,2025-10-11,10.0,0,22.96,22.83,0.08,False,5,0,0.0,73.11,2856.49,2307.25,549.2399999999998,user_028,2025-10-12,review,client_review,JIRA-19395,true,v3
T02627,Client_C,P007,mid,Content,dev,mid,1,3.0,low,0,fixed,2025-11-25,2025-11-30,5.0,0,42.478697780157134,,0.31,True,3,0,,93.12,639.57,365.54,274.03000000000003,user_049,2025-11-25,delivered,client_review,JIRA-21213,false,v1
T02628,Client_G,P011,high,Design,dev,mid,2,1.0,medium,0,hourly,2025-11-09,2025-11-15,5.0,1,11.23,8.52,0.08,False,6,0,1.14,67.25,1119.59,555.94,563.6499999999999,user_012,2025-11-13,in_progress,finalized,JIRA-16010,true,v4
T02629,Client_N,P029,high,Media,report,mid,3,1.0,medium,0,fixed,2026-04-27,2026-04-28,3.0,0,20.07,20.07,0.08,False,4,0,5.93,65.55,1528.93,811.53,717.4000000000001,user_054,2026-05-03,review,finalized,JIRA-10583,true,v1
T02630,Client_F,P047,low,SEO,ticket,junior,4,5.0,medium,0,fixed,2025-12-20,2025-12-25,5.0,0,11.98,6.94,0.44,True,2,0,0.45,86.69,782.58,469.23,313.35,user_003,2025-12-29,blocked,execution,JIRA-24172,unknown,final
T02631,Client_K,P016,low,Design,design,junior,5,2.0,medium,0,hourly,2025-07-23,2025-07-29,7.0,0,8.01,6.66,0.68,True,2,2,3.11,70.61,528.39,265.89,262.5,user_119,2025-07-24,in_progress,finalized,JIRA-96456,false,v2
T02632,Client_G,P004,high,Design,ad,senior,3,1.0,medium,0,hourly,2026-04-22,2026-04-27,7.0,0,6.21,5.12,0.41,True,5,0,0.0,74.78,513.87,451.61,62.25999999999999,user_085,2026-04-23,review,execution,JIRA-52321,unknown,v4
T02633,Client_A,P034,low,SEO,ticket,senior,3,1.0,medium,0,fixed,2025-12-31,2026-01-06,5.0,1,12.24,5.27,0.22,True,4,1,2.48,48.9,756.52,749.79,6.730000000000018,user_077,2026-01-07,review,briefing,JIRA-94467,true,v1
T02634,Client_B,P007,high,SEO,design,senior,1,3.0,low,0,hourly,2025-10-21,2025-10-27,2.0,1,8.24,5.82,0.42,True,4,1,0.65,65.03,654.67,635.47,19.19999999999993,user_077,2025-10-28,in_progress,qa,JIRA-25295,false,v1
T02635,Client_A,P018,mid,Media,ad,mid,1,4.0,low,1,fixed,2025-12-19,2025-12-23,7.0,0,5.23,3.1,0.15,False,1,0,0.82,84.79,1576.5,480.22,1096.28,user_015,2025-12-24,review,qa,JIRA-38210,true,final
T02636,Client_C,P003,mid,Content,article,mid,5,3.0,medium,0,fixed,2026-04-12,2026-04-15,2.0,1,17.11,13.01,0.42,True,5,3,1.28,54.6,1389.46,1247.15,142.30999999999997,user_016,2026-04-18,review,finalized,JIRA-33189,false,v1
T02637,Client_D,P043,high,Content,article,junior,2,4.0,medium,0,hourly,2025-11-09,2025-11-15,3.0,1,6.47,4.67,0.42,True,4,0,0.65,76.52,532.03,304.84,227.19,user_064,2025-11-17,delivered,execution,JIRA-95113,true,v1
T02638,Client_A,P014,low,SEO,design,mid,2,3.0,low,0,hourly,2025-12-04,2025-12-11,5.0,1,5.02,3.34,0.39,True,4,0,2.5,75.52,329.05,227.41,101.64,user_075,2025-12-04,in_progress,client_review,,true,v2
T02639,Client_F,P031,low,Media,design,mid,3,5.0,medium,0,hourly,2026-03-05,2026-03-08,5.0,0,9.66,4.59,0.26,True,2,0,0.85,82.64,410.16,547.2,-137.04000000000002,user_081,2026-03-10,review,qa,JIRA-98263,true,v3
T02640,Client_G,P027,mid,Design,ad,junior,5,,medium,0,hourly,2025-08-15,2025-08-20,2.0,1,19.65,17.45,0.4,True,4,5,2.09,58.91,1621.06,728.37,892.6899999999999,user_070,2025-08-24,review,qa,JIRA-40892,false,v1
T02641,Client_G,P019,high,seo,ticket,junior,3,4.0,medium,1,fixed,2025-12-24,2025-12-28,10.0,0,9.55,7.64,0.17,False,3,1,0.0,71.92,1244.21,708.92,535.2900000000001,user_043,2025-12-29,draft,finalized,JIRA-48417,true,final
T02642,Client_A,P031,low,Media,dev,junior,2,,low,0,fixed,2025-09-24,2025-09-28,3.0,1,5.11,4.05,0.36,True,2,0,1.76,63.35,854.36,300.07,554.29,user_026,2025-10-02,in_progress,execution,JIRA-16042,unknown,final
T02643,Client_H,P052,low,Content,report,mid,3,2.0,medium,0,value_based,2026-04-04,2026-04-11,3.0,1,12.99,11.55,0.14,False,2,0,3.85,74.77,1539.53,609.95,929.58,user_002,2026-04-08,in_progress,briefing,JIRA-83634,true,v2
T02644,Client_A,P013,low,Media,report,junior,4,5.0,low,0,fixed,2026-05-21,2026-05-27,7.0,0,11.81,7.94,0.15,False,3,5,0.82,,1166.49,412.2,754.29,user_065,2026-05-22,delivered,qa,JIRA-52183,false,v3
T02645,Client_H,P003,high,Content,article,mid,2,2.0,medium,1,hourly,2026-04-03,2026-04-08,3.0,1,4.88,2.44,,True,3,1,2.01,40.91,268.35,449.97,-181.62,user_098,2026-04-12,delivered,finalized,JIRA-13734,true,v2
T02646,Client_B,P001,mid,Media,design,mid,4,1.0,medium,0,value_based,2025-09-09,2025-09-14,5.0,0,16.38,11.36,0.31,True,5,1,0.0,58.67,1828.19,719.62,1108.5700000000002,user_029,2025-09-14,review,client_review,JIRA-34734,true,v1
T02647,Client_F,P051,mid,Media,ad,mid,5,1.0,high,1,hourly,2025-12-24,2025-12-27,5.0,0,13.95,11.38,0.64,True,7,1,12.62,59.88,1091.87,1216.45,-124.58000000000015,user_015,2026-01-01,review,execution,JIRA-52466,true,v1
T02648,Client_B,P053,mid,MEDIA,release,senior,3,3.0,high,1,hourly,2025-07-01,2025-07-03,2.0,0,14.03,8.45,0.15,False,3,0,4.33,76.98,1053.67,1334.71,-281.04,user_061,2025-07-03,in_progress,briefing,JIRA-90296,false,v1
T02649,Client_C,P011,high,SEO,release,mid,4,2.0,low,0,fixed,2025-11-14,2025-11-21,10.0,0,16.74,12.89,0.2,True,3,2,3.37,50.99,1750.69,922.98,827.71,user_058,2025-11-17,delivered,execution,JIRA-89396,true,v3
T02650,Client_H,P034,low,Design,article,mid,2,3.0,high,0,hourly,2025-10-27,,7.0,0,9.42,5.92,0.46,True,5,0,1.84,68.3,550.02,507.03,42.99000000000001,user_038,2025-11-03,delivered,finalized,JIRA-74834,true,v1
T02651,Client_D,P009,mid,Content,design,junior,5,2.0,medium,0,hourly,2025-07-04,2025-07-07,2.0,1,23.74,11.74,0.45,True,1,1,6.28,63.12,1314.22,790.15,524.07,user_061,2025-07-11,in_progress,client_review,,false,final
T02652,Client_C,P027,mid,Content,dev,junior,4,3.0,medium,1,fixed,2025-11-19,2025-11-26,5.0,1,18.26,14.16,,True,1,1,4.59,80.56,1419.09,1303.74,115.34999999999992,user_033,2025-11-22,review,briefing,JIRA-19672,false,final
T02653,Client_E,P019,mid,Desgn,release,junior,5,4.0,low,0,hourly,2025-11-25,2025-12-02,2.0,1,14.57,7.83,0.3,True,1,0,1.02,93.7,671.33,530.27,141.06000000000006,user_080,2025-12-02,blocked,client_review,JIRA-76240,true,v3
T02654,Client_D,P008,mid,seo,release,mid,3,4.0,high,0,fixed,2025-10-22,2025-10-28,3.0,1,14.65,10.13,0.19,True,2,0,2.19,63.5,1755.21,1256.55,498.6600000000001,user_025,2025-10-26,delivered,finalized,JIRA-82553,unknown,v2
T02655,Client_A,P062,mid,Media,design,junior,1,4.0,high,1,hourly,2025-12-08,2025-12-14,5.0,1,8.73,6.08,0.15,False,3,2,2.31,61.26,787.24,344.52,442.72,user_105,2025-12-17,in_progress,briefing,JIRA-81106,true,v1
T02656,Client_C,P023,high,Content,dev,senior,4,3.0,low,0,fixed,2025-10-01,2025-10-05,3.0,1,121.48989138711812,8.53,0.5,True,9,0,1.18,69.78,2102.08,907.48,1194.6,user_005,2025-10-05,review,qa,JIRA-41064,true,v2
T02657,Client_E,P052,mid,Content,ticket,senior,1,4.0,low,0,hourly,2025-12-25,2025-12-25,2.0,0,4.77,2.18,0.63,True,4,1,0.91,81.62,201.79,281.95,-80.16,user_050,2025-12-30,in_progress,execution,JIRA-89481,true,v2
T02658,Client_G,P004,mid,SEO,article,mid,3,3.0,low,0,hourly,2025-10-07,2025-10-11,3.0,1,9.51,4.92,0.01,False,2,3,1.62,69.13,402.03,627.9,-225.87,user_049,2025-10-09,in_progress,client_review,JIRA-91702,unknown,v1
T02659,Client_C,P055,mid,SEO,ad,mid,2,4.0,medium,0,hourly,2026-03-20,2026-03-25,10.0,0,11.74,9.53,0.09,False,2,1,0.9,82.23,1203.64,422.81,780.8300000000002,user_083,2026-03-23,blocked,client_review,,true,final
T02660,Client_M,P024,high,Media,article,mid,4,2.0,medium,1,hourly,2026-03-10,2026-03-12,2.0,0,13.03,4.62,0.79,True,3,2,9.16,61.83,469.74,952.88,-483.14,user_104,2026-03-10,in_progress,client_review,JIRA-28568,false,v2
T02661,Client_\,P020,mid,Paid Media,dev,senior,4,5.0,medium,0,value_based,2025-11-20,2025-11-25,10.0,0,0.14,15.58,0.2,True,5,2,2.11,67.39,2091.69,1080.39,1011.3,user_055,2025-11-26,in_progress,finalized,,true,v2
T02662,Client_F,P055,low,Design,article,senior,5,3.0,medium,0,hourly,2026-04-02,2026-04-10,3.0,1,7.52,6.43,0.18,True,5,4,1.46,64.43,301.21,511.94,-210.73,user_042,2026-04-06,review,client_review,JIRA-58494,unknown,v2
T02663,Client_A,P060,mid,SEO,ad,junior,2,5.0,low,0,value_based,2025-12-08,2025-12-13,2.0,1,13.15,,0.12,False,4,1,1.6,71.19,716.38,552.37,164.01,user_069,2025-12-16,draft,briefing,JIRA-58033,false,v3
T02664,Client_E,P046,mid,SEO,report,junior,4,4.0,high,0,hourly,2025-10-26,2025-11-01,3.0,1,13.88,13.82,0.82,True,5,0,4.73,76.16,1382.14,549.73,832.4100000000001,user_067,2025-10-29,delivered,client_review,JIRA-99859,unknown,v1
T02665,Client_Z,P035,low,Media,ticket,mid,1,5.0,high,0,hourly,2025-12-24,2025-12-29,3.0,1,4.85,2.77,0.53,True,4,0,1.13,77.28,258.05,307.21,-49.15999999999997,user_078,2026-01-02,review,execution,JIRA-84508,unknown,v4
T02666,Client_D,P024,high,Media,dev,mid,3,4.0,medium,0,fixed,2025-07-15,2025-07-21,10.0,0,15.68,13.19,0.16,False,4,2,2.0,69.03,1471.16,1138.37,332.7900000000002,user_028,2025-07-18,delivered,briefing,JIRA-21281,false,v4
T02667,Client_D,P027,high,SEO,report,mid,4,2.0,low,0,hourly,2025-10-26,2025-11-01,7.0,0,10.21,10.21,0.46,True,2,3,3.26,68.63,1030.56,711.19,319.3699999999999,user_040,2025-11-02,in_progress,briefing,JIRA-31536,false,v4
T02668,Client_D,P043,low,SEO,design,junior,4,1.0,medium,0,hourly,2025-07-14,2025-07-20,5.0,1,12.71,8.08,0.56,True,3,0,1.5,71.38,967.69,708.31,259.3800000000001,user_012,2025-07-21,review,client_review,JIRA-73997,false,v3
T02669,Client_E,P040,mid,SEO,dev,mid,3,4.0,low,0,fixed,2025-10-27,2025-11-03,3.0,1,10.29,6.56,0.25,True,4,1,1.35,,1358.27,699.0,659.27,user_018,2025-11-01,delivered,briefing,JIRA-30909,unknown,v2
T02670,Client_B,P059,mid,Content,report,junior,2,2.0,medium,0,hourly,2025-10-12,2025-10-15,5.0,0,13.98,3.93,0.73,True,2,0,2.23,66.4,403.0,578.51,-175.51,user_116,2025-10-19,review,client_review,JIRA-27416,false,v4
T02671,Client_G,P030,low,Media,report,senior,1,5.0,low,0,value_based,2026-02-13,2026-02-18,3.0,1,8.16,3.19,,False,2,0,1.17,69.56,698.87,769.21,-70.34000000000003,user_096,2026-02-13,delivered,finalized,JIRA-50873,true,v4
T02672,Client_B,P062,high,Media,release,senior,3,2.0,medium,0,hourly,2025-10-30,2025-11-02,2.0,1,40.72,19.64,0.16,False,1,0,2.59,75.2,2597.19,3045.94,-448.75,user_017,2025-11-04,in_progress,execution,JIRA-88591,unknown,v2
T02673,Client_C,P046,low,seo,release,mid,5,5.0,medium,1,hourly,2025-11-26,2025-11-30,5.0,0,26.48,11.28,0.23,True,2,0,5.28,87.55,917.01,1290.32,-373.31,user_014,2025-11-27,in_progress,execution,JIRA-22279,unknown,v2
T02674,Client_H,P039,high,Design,release,mid,2,5.0,low,0,fixed,2026-05-03,2026-05-09,7.0,0,10.29,6.9,0.11,False,2,1,1.75,61.15,1401.61,475.4,926.21,user_008,2026-05-07,delivered,briefing,JIRA-28947,false,v1
T02675,Client_A,P020,mid,Media,ticket,junior,5,5.0,low,0,fixed,2025-08-24,2025-08-27,2.0,1,11.37,6.78,0.16,False,2,1,2.13,69.66,6698.681909169198,558.47,6140.2119091691975,user_080,2025-08-24,in_progress,briefing,JIRA-26382,false,v4
T02676,Client_F,P010,high,Media,article,senior,4,2.0,medium,0,hourly,2025-09-02,2025-09-04,10.0,0,10.29,9.07,0.27,True,3,4,2.06,45.49,1056.66,778.57,278.09000000000003,user_070,2025-09-06,delivered,client_review,JIRA-29090,false,v1
T02677,Client_F,P031,low,Content,article,mid,2,1.0,high,0,value_based,2025-07-31,2025-08-03,2.0,1,13.04,10.77,0.66,True,7,1,3.6,66.58,744.65,426.43,318.22,user_021,2025-08-09,in_progress,qa,JIRA-65494,true,v1
T02678,Client_B,P028,mid,Design,article,junior,5,,medium,0,fixed,2025-08-26,2025-08-30,7.0,0,29.78,13.75,0.18,False,4,0,0.7,76.83,407.45,1536.01,-1128.56,user_065,2025-08-26,delivered,qa,JIRA-62609,false,final
T02679,Client_G,P056,mid,SEO,ticket,junior,3,4.0,low,0,fixed,2025-09-18,2025-09-25,5.0,1,11.34,8.29,0.04,False,5,3,0.0,57.09,807.15,570.43,236.72000000000003,user_107,2025-09-20,delivered,execution,JIRA-72039,false,v3
T02680,Client_C,P032,low,Content,report,junior,2,2.0,medium,0,hourly,2025-10-25,2025-10-31,5.0,1,18.62,10.62,0.33,True,4,1,4.36,59.7,1270.36,1244.51,25.84999999999991,user_051,2025-10-28,in_progress,finalized,JIRA-74648,false,v2
T02681,Client_B,P023,mid,media,dev,mid,4,3.0,high,0,fixed,2026-03-05,2026-03-09,7.0,0,12.86,9.73,0.63,True,5,2,2.7,59.08,1598.2,593.55,1004.65,user_114,2026-03-08,review,client_review,JIRA-22722,false,v2
T02682,Client_H,P017,mid,SEO,blog_article,junior,3,1.0,medium,0,hourly,2026-02-08,2026-02-13,10.0,0,16.06,,0.46,True,3,1,2.94,43.41,1203.97,787.12,416.85,user_113,2026-02-11,in_progress,finalized,JIRA-94905,false,final
T02683,Client_G,P042,low,Design,ad,senior,3,4.0,low,0,hourly,2025-08-04,2025-08-11,5.0,1,12.36,8.63,0.02,False,1,0,2.29,84.95,1037.53,829.54,207.99,user_052,2025-08-07,in_progress,client_review,JIRA-47415,false,v1
T02684,Client_A,P061,low,Design,design,mid,1,3.0,medium,0,hourly,2025-10-16,2025-10-21,5.0,0,10.93,10.23,0.1,False,2,2,1.55,58.14,819.6,584.11,235.49,user_017,2025-10-20,in_progress,execution,JIRA-92304,false,final
T02685,Client_C,P024,high,SEO,dev_task,junior,2,4.0,medium,0,value_based,2025-12-22,2025-12-24,2.0,0,7.56,3.79,0.48,True,4,1,20.152465832425147,73.63,1374.22,339.73,1034.49,user_026,2025-12-28,in_progress,qa,JIRA-75980,false,v1
T02686,Client_E,P035,low,Media,report,senior,4,3.0,high,0,hourly,2026-05-03,2026-05-10,3.0,1,16.08,8.76,0.07,False,5,1,1.7,66.17,844.62,1239.38,-394.7600000000001,user_025,2026-05-08,review,finalized,JIRA-23192,false,v2
T02687,Client_F,P028,mid,Media,report,junior,4,2.0,high,0,hourly,2025-08-13,2025-08-17,5.0,0,18.05,8.74,0.35,True,1,4,11.11,39.05,1100.28,499.74,600.54,user_102,2025-08-14,review,briefing,JIRA-13600,unknown,v3
T02688,Client_A,P028,high,Media,dev,junior,2,4.0,medium,1,value_based,2025-08-19,2025-08-24,2.0,1,17.54,10.65,0.35,True,1,1,1.2,,1748.62,1289.65,458.9699999999998,user_053,2025-08-26,in_progress,briefing,JIRA-62853,true,v1
T02689,Client_G,P038,mid,Design,release,junior,5,4.0,high,0,fixed,2025-08-17,2025-08-20,3.0,0,11.35,7.55,0.71,True,5,3,4.27,34.54,1723.31,388.31,1335.0,user_082,2025-08-20,delivered,briefing,JIRA-68533,false,v3
T02690,Client_K,P061,mid,Media,design,junior,3,4.0,low,0,hourly,2026-03-30,2026-03-31,3.0,0,7.94,5.85,0.34,True,3,2,33.245210516991804,79.57,546.07,501.3,44.77000000000004,user_104,2026-04-05,in_progress,execution,,true,v3
T02691,Client_Q,P021,high,Media,ad,junior,3,2.0,low,1,hourly,2025-10-16,2025-10-22,3.0,1,7.99,7.11,0.24,True,4,0,2.66,65.72,719.63,414.9,304.73,user_074,2025-10-21,in_progress,execution,JIRA-36414,true,v3
T02692,Client_G,P021,high,Design,dev,mid,4,1.0,high,0,value_based,2026-02-02,2026-02-08,3.0,1,17.12,13.14,0.44,True,6,1,4.1,48.95,2283.37,939.24,1344.13,user_094,2026-02-02,review,execution,JIRA-25511,false,v1
